,mun,year,concepto,prop_ingr,hist,t,monto
354,General Escobedo,2018,Gasto corriente,2099.214322,b,eg,993818897.3394
355,General Escobedo,2018,Inversión,462.118057,b,eg,218777879.39040002
356,General Escobedo,2018,Deuda,66.06514193,b,eg,31276838.102400005
357,General Escobedo,2018,Otros,149.7169514,b,eg,70879630.49640001
358,General Zuazua,1990,Gasto corriente,137.185496,b,eg,7150976.2172
359,General Zuazua,1990,Inversión,141.3830428,b,eg,7369778.9204
360,General Zuazua,1990,Deuda,0.023671186,b,eg,1233.892
361,General Zuazua,1990,Otros,19.69205939,b,eg,1026474.7548
362,General Zuazua,2000,Gasto corriente,1576.8869550000002,b,eg,21290897.442
363,General Zuazua,2000,Inversión,595.8441903,b,eg,8045001.2639999995
364,General Zuazua,2000,Deuda,30.23719543,b,eg,408258.198
365,General Zuazua,2000,Otros,209.685397,b,eg,2831141.616
366,General Zuazua,2010,Gasto corriente,522.6052379,b,eg,41631421.2084
367,General Zuazua,2010,Inversión,199.8861862,b,eg,15923196.724800002
368,General Zuazua,2010,Deuda,0.581366707,b,eg,46312.4372
369,General Zuazua,2010,Otros,101.0654375,b,eg,8051005.792800001
370,General Zuazua,2015,Gasto corriente,605.2457277000001,b,eg,49449571.824599996
371,General Zuazua,2015,Inversión,473.99854369999997,b,eg,38726460.9378
372,General Zuazua,2015,Deuda,0.366600291,b,eg,29951.846999999998
373,General Zuazua,2015,Otros,429.14082980000006,b,eg,35061511.9023
374,Guadalupe,1990,Gasto corriente,73.08047278,a,eg,439029744.0216
375,Guadalupe,1990,Inversión,20.71870565,a,eg,124467285.09200001
376,Guadalupe,1990,Deuda,2.374327806,a,eg,14263735.434
377,Guadalupe,1990,Otros,4.120585929,a,eg,24754352.5212
378,Guadalupe,2000,Gasto corriente,566.3938958,a,eg,849490340.508
379,Guadalupe,2000,Inversión,241.4772712,a,eg,362173058.05799997
380,Guadalupe,2000,Deuda,37.90673449,a,eg,56853375.414
381,Guadalupe,2000,Otros,75.37081482,a,eg,113042848.128
382,Guadalupe,2010,Gasto corriente,1479.019687,a,eg,1446817075.5016
383,Guadalupe,2010,Inversión,469.06967189999995,a,eg,458856644.62560004
384,Guadalupe,2010,Deuda,70.26836636,a,eg,68738417.2072
385,Guadalupe,2010,Otros,145.9355802,a,eg,142758133.11720002
386,Guadalupe,2015,Gasto corriente,1880.7318879999998,a,eg,1559285860.5072
387,Guadalupe,2015,Inversión,578.222616,a,eg,479395470.90599996
388,Guadalupe,2015,Deuda,95.35911873,a,eg,79060777.57349999
389,Guadalupe,2015,Otros,100.3552469,a,eg,83202990.5331
390,Guadalupe,2018,Gasto corriente,2431.395914,a,eg,1793229647.7150002
391,Guadalupe,2018,Inversión,931.9168327,a,eg,687317472.2502
392,Guadalupe,2018,Deuda,168.5814457,a,eg,124334027.51220001
393,Guadalupe,2018,Otros,73.35798194,a,eg,54103779.378000006
394,Juárez,1990,Gasto corriente,57.37566931,b,eg,18029652.3384
395,Juárez,1990,Inversión,22.615228100000003,b,eg,7106578.5396
396,Juárez,1990,Deuda,4.660955237,b,eg,1464652.2384
397,Juárez,1990,Otros,5.655565075,b,eg,1777197.082
398,Juárez,2000,Gasto corriente,358.71087420000003,b,eg,53383454.886
399,Juárez,2000,Inversión,151.30022409999998,b,eg,22516542.618
400,Juárez,2000,Deuda,0.0,b,eg,0.0
401,Juárez,2000,Otros,337.7136563,b,eg,50258642.91
402,Juárez,2010,Gasto corriente,782.0927385,b,eg,289965822.4788
403,Juárez,2010,Inversión,488.7981165,b,eg,181224988.9456
404,Juárez,2010,Deuda,22.88924388,b,eg,8486331.737200001
405,Juárez,2010,Otros,32.540172,b,eg,12064474.294400001
406,Juárez,2015,Gasto corriente,1461.455897,b,eg,591713214.4133999
407,Juárez,2015,Inversión,314.6562863,b,eg,127397811.2913
408,Juárez,2015,Deuda,266.9739745,b,eg,108092231.1468
409,Juárez,2015,Otros,47.37101664,b,eg,19179543.2094
410,Juárez,2018,Gasto corriente,1847.342996,b,eg,724503935.0934001
411,Juárez,2018,Inversión,327.9157,b,eg,128604279.57300001
412,Juárez,2018,Deuda,75.71542979,b,eg,29694608.400600005
413,Juárez,2018,Otros,25.8998622,b,eg,10157589.6444
414,Monterrey,1990,Gasto corriente,100.201493,a,eg,1201802327.7968
415,Monterrey,1990,Inversión,48.23094016,a,eg,578474974.8888
416,Monterrey,1990,Deuda,0.8771760820000001,a,eg,10520724.052
417,Monterrey,1990,Otros,3.4251653980000003,a,eg,41080942.2524
418,Monterrey,2000,Gasto corriente,914.5389231,a,eg,2273919900.0
419,Monterrey,2000,Inversión,458.69790830000005,a,eg,1140511656.0
420,Monterrey,2000,Deuda,49.252158200000004,a,eg,122461122.0
421,Monterrey,2000,Otros,119.03002439999999,a,eg,295957596.0
422,Monterrey,2010,Gasto corriente,2149.273338,a,eg,3521308268.7092004
423,Monterrey,2010,Inversión,849.4769918,a,eg,1391758927.1944
424,Monterrey,2010,Deuda,179.36075469999997,a,eg,293859555.894
425,Monterrey,2010,Otros,93.73478931,a,eg,153572411.11200002
426,Monterrey,2015,Gasto corriente,2915.342873,a,eg,3925930478.157
427,Monterrey,2015,Inversión,1102.284517,a,eg,1484385394.4819999
428,Monterrey,2015,Deuda,324.27065530000004,a,eg,436677298.05869997
429,Monterrey,2015,Otros,38.18895103,a,eg,51426941.2857
430,Monterrey,2018,Gasto corriente,3509.805306,a,eg,4076616960.6426005
431,Monterrey,2018,Inversión,1587.835132,a,eg,1844260597.0998
432,Monterrey,2018,Deuda,228.40575809999999,a,eg,265291862.77440003
433,Monterrey,2018,Otros,445.80436330000003,a,eg,517798986.09120005
434,Pesquería,1990,Gasto corriente,133.4148754,b,eg,12253680.4972
435,Pesquería,1990,Inversión,68.94675134,b,eg,6332513.2192
436,Pesquería,1990,Deuda,7.563263312,b,eg,694658.7616
437,Pesquería,1990,Otros,18.78859306,b,eg,1725665.2652
438,Pesquería,2000,Gasto corriente,1075.177281,b,eg,27241119.516
439,Pesquería,2000,Inversión,245.4056179,b,eg,6217694.406
440,Pesquería,2000,Deuda,17.56752937,b,eg,445097.916
441,Pesquería,2000,Otros,152.4064129,b,eg,3861429.534
442,Pesquería,2010,Gasto corriente,2766.701674,b,eg,83201028.5364
443,Pesquería,2010,Inversión,1314.070431,b,eg,39517094.476
444,Pesquería,2010,Deuda,0.0,b,eg,0.0
445,Pesquería,2010,Otros,74.18135585,b,eg,2230802.5336
446,Pesquería,2015,Gasto corriente,954.5484467,b,eg,101020500.5139
447,Pesquería,2015,Inversión,357.5868438,b,eg,37843654.833
448,Pesquería,2015,Deuda,29.92519044,b,eg,3167002.9179
449,Pesquería,2015,Otros,164.94386699999998,b,eg,17456119.7607
450,Pesquería,2018,Gasto corriente,2215.190344,b,eg,243252964.23120004
451,Pesquería,2018,Inversión,1171.541207,b,eg,128648480.30100001
452,Pesquería,2018,Deuda,0.0,b,eg,0.0
453,Pesquería,2018,Otros,279.8992374,b,eg,30736103.270400003
454,Salinas Victoria,1990,Gasto corriente,118.97404920000001,b,eg,12702301.194
455,Salinas Victoria,1990,Inversión,67.19352805,b,eg,7173937.8256
456,Salinas Victoria,1990,Deuda,0.025320445,b,eg,2703.3452
457,Salinas Victoria,1990,Otros,14.87423829,b,eg,1588052.6556
458,Salinas Victoria,2000,Gasto corriente,461.7904226,b,eg,19661056.038
459,Salinas Victoria,2000,Inversión,626.7739697000001,b,eg,26685348.024
460,Salinas Victoria,2000,Deuda,0.0,b,eg,0.0
461,Salinas Victoria,2000,Otros,144.4785008,b,eg,6151275.042
462,Salinas Victoria,2010,Gasto corriente,1984.993509,b,eg,93536562.40640001
463,Salinas Victoria,2010,Inversión,1202.724862,b,eg,56674618.1432
464,Salinas Victoria,2010,Deuda,0.901775873,b,eg,42493.3456
465,Salinas Victoria,2010,Otros,134.22241269999998,b,eg,6324808.131200001
466,Salinas Victoria,2015,Gasto corriente,1738.167718,b,eg,114361888.4685
467,Salinas Victoria,2015,Inversión,1721.678882,b,eg,113277013.6302
468,Salinas Victoria,2015,Deuda,42.08964423,b,eg,2769267.4002
469,Salinas Victoria,2015,Otros,171.29447150000001,b,eg,11270235.339
470,San Nicolás,1990,Gasto corriente,79.35353628,a,eg,388631021.4624
471,San Nicolás,1990,Inversión,24.87285016,a,eg,121813867.6492
472,San Nicolás,1990,Deuda,0.020627435,a,eg,101022.1032
473,San Nicolás,1990,Otros,16.49072956,a,eg,80762740.7144
474,San Nicolás,2000,Gasto corriente,658.4896091,a,eg,732248982.0
475,San Nicolás,2000,Inversión,146.97169119999998,a,eg,163434426.0
476,San Nicolás,2000,Deuda,44.16577107,a,eg,49112910.0
477,San Nicolás,2000,Otros,246.0583886,a,eg,273620118.0
478,San Nicolás,2010,Gasto corriente,1666.225261,a,eg,1065641504.276
479,San Nicolás,2010,Inversión,955.614531,a,eg,611167367.536
480,San Nicolás,2010,Deuda,711.9184769,a,eg,455310512.0292
481,San Nicolás,2010,Otros,337.4364398,a,eg,215808920.81640002
482,San Nicolás,2015,Gasto corriente,1889.6253940000001,a,eg,986831572.0175999
483,San Nicolás,2015,Inversión,765.1571687,a,eg,399593090.7
484,San Nicolás,2015,Deuda,314.4720151,a,eg,164228801.09759998
485,San Nicolás,2015,Otros,1164.846474,a,eg,608325481.2537
486,San Nicolás,2018,Gasto corriente,2401.52575,a,eg,1192885505.1036
487,San Nicolás,2018,Inversión,1057.830444,a,eg,525445377.27660006
488,San Nicolás,2018,Deuda,265.9886846,a,eg,132121858.92840001
489,San Nicolás,2018,Otros,922.8741024,a,eg,458409883.67460006
490,San Pedro,1990,Gasto corriente,310.4052017,a,eg,393591401.9088
491,San Pedro,1990,Inversión,194.87717619999998,a,eg,247102756.5552
492,San Pedro,1990,Deuda,13.26963907,a,eg,16825800.0
493,San Pedro,1990,Otros,105.2411978,a,eg,133445027.198
494,San Pedro,2000,Gasto corriente,2210.750377,a,eg,623296228.818
495,San Pedro,2000,Inversión,760.7878122000001,a,eg,214495575.426
496,San Pedro,2000,Deuda,59.08172062,a,eg,16657427.286
497,San Pedro,2000,Otros,1176.1087890000001,a,eg,331590658.254
498,San Pedro,2010,Gasto corriente,5942.377306,a,eg,1051636804.4824001
499,San Pedro,2010,Inversión,1232.045508,a,eg,218038056.916
500,San Pedro,2010,Deuda,318.852306,a,eg,56428059.494
501,San Pedro,2010,Otros,741.1212059,a,eg,131158002.36080001
502,San Pedro,2015,Gasto corriente,10150.31631,a,eg,1517712847.4196
503,San Pedro,2015,Inversión,3062.809591,a,eg,457962621.2298
504,San Pedro,2015,Deuda,1608.177669,a,eg,240460674.6789
505,San Pedro,2015,Otros,3001.942544,a,eg,448861555.2276
506,San Pedro,2018,Gasto corriente,12697.04085,a,eg,1805559136.4646
507,San Pedro,2018,Inversión,6407.0576710000005,a,eg,911103748.5132
508,San Pedro,2018,Deuda,1791.395287,a,eg,254742043.08960003
509,San Pedro,2018,Otros,1618.8942140000001,a,eg,230211847.9584
510,Santa Catarina,1990,Gasto corriente,71.54526146,b,eg,131494165.4256
511,Santa Catarina,1990,Inversión,18.30705898,b,eg,33646832.69
512,Santa Catarina,1990,Deuda,9.175882525,b,eg,16864499.34
513,Santa Catarina,1990,Otros,3.5160148430000002,b,eg,6462139.1824
514,Santa Catarina,2000,Gasto corriente,647.8466872,b,eg,329160657.996
515,Santa Catarina,2000,Inversión,291.10677630000004,b,eg,147906750.06599998
516,Santa Catarina,2000,Deuda,77.46050673,b,eg,39356458.662
517,Santa Catarina,2000,Otros,57.01096791,b,eg,28966371.336
518,Santa Catarina,2010,Gasto corriente,1445.193285,b,eg,560804759.888
519,Santa Catarina,2010,Inversión,381.6303954,b,eg,148091016.2484
520,Santa Catarina,2010,Deuda,675.4908218999999,b,eg,262123047.53520003
521,Santa Catarina,2010,Otros,568.2196278,b,eg,220496645.828
522,Santa Catarina,2015,Gasto corriente,1897.4320530000002,b,eg,684084691.1358
523,Santa Catarina,2015,Inversión,1263.44449,b,eg,455511981.01949996
524,Santa Catarina,2015,Deuda,366.4264701,b,eg,132108413.6646
525,Santa Catarina,2015,Otros,129.26882949999998,b,eg,46605530.4336
526,Santiago,1990,Gasto corriente,96.22145649999999,b,eg,32576498.6832
527,Santiago,1990,Inversión,89.31310052,b,eg,30237622.7456
528,Santiago,1990,Deuda,32.90404877,b,eg,11139913.492
529,Santiago,1990,Otros,17.53936121,b,eg,5938082.8156
530,Santiago,2000,Gasto corriente,1050.752798,b,eg,86566538.256
531,Santiago,2000,Inversión,360.598908,b,eg,29708033.346
532,Santiago,2000,Deuda,10.86602195,b,eg,895200.0
533,Santiago,2000,Otros,156.3934587,b,eg,12884515.128
534,Santiago,2010,Gasto corriente,3289.178804,b,eg,192050786.2556
535,Santiago,2010,Inversión,802.9936,b,eg,46885730.8944
536,Santiago,2010,Deuda,119.1377845,b,eg,6956297.163600001
537,Santiago,2010,Otros,224.0198176,b,eg,13080219.922400001
538,Santiago,2015,Gasto corriente,4447.355389,b,eg,228978045.9
539,Santiago,2015,Inversión,1156.978801,b,eg,59568602.4
540,Santiago,2015,Deuda,85.64623765,b,eg,4409611.2
541,Santiago,2015,Otros,549.2253637,b,eg,28277603.099999998
542,Santiago,2018,Gasto corriente,6175.401581,b,eg,297654303.078
543,Santiago,2018,Inversión,3550.0842350000003,b,eg,171114029.59860003
544,Santiago,2018,Deuda,64.88506673,b,eg,3127459.6584000005
545,Santiago,2018,Otros,491.79527989999997,b,eg,23704528.260600004
