mun,year,concepto,prop_ingr,hist,t,monto
Monterrey,2010,Deuda,179.3607547,a,eg,203673105
Monterrey,2010,Otros,93.73478931,a,eg,106440540
Monterrey,2015,Gasto corriente,2915.342873,a,eg,3233613770
Monterrey,2015,Inversión,1102.284517,a,eg,1222622020
Monterrey,2015,Deuda,324.2706553,a,eg,359671607
Monterrey,2015,Otros,38.18895103,a,eg,42358077
Monterrey,2018,Gasto corriente,3509.805306,a,eg,3884712179
Monterrey,2018,Inversión,1587.835132,a,eg,1757442917
Monterrey,2018,Deuda,228.4057581,a,eg,252803376
Monterrey,2018,Otros,445.8043633,a,eg,493423848
Pesquería,1990,Gasto corriente,133.4148754,b,eg,1092401
Pesquería,1990,Inversión,68.94675134,b,eg,564536
Pesquería,1990,Deuda,7.563263312,b,eg,61928
Pesquería,1990,Otros,18.78859306,b,eg,153841
Pesquería,2000,Gasto corriente,1075.177281,b,eg,12172082
Pesquería,2000,Inversión,245.4056179,b,eg,2778237
Pesquería,2000,Deuda,17.56752937,b,eg,198882
Pesquería,2000,Otros,152.4064129,b,eg,1725393
Pesquería,2010,Gasto corriente,2766.701674,b,eg,57666363
Pesquería,2010,Inversión,1314.070431,b,eg,27389170
Pesquería,2010,Deuda,0,b,eg,0
Pesquería,2010,Otros,74.18135585,b,eg,1546162
Pesquería,2015,Gasto corriente,954.5484467,b,eg,83206079
Pesquería,2015,Inversión,357.5868438,b,eg,31170130
Pesquería,2015,Deuda,29.92519044,b,eg,2608519
Pesquería,2015,Otros,164.943867,b,eg,14377827
Pesquería,2018,Gasto corriente,2215.190344,b,eg,231801948
Pesquería,2018,Inversión,1171.541207,b,eg,122592415
Pesquería,2018,Deuda,0,b,eg,0
Pesquería,2018,Otros,279.8992374,b,eg,29289216
Salinas Victoria,1990,Gasto corriente,118.9740492,b,eg,1132395
Salinas Victoria,1990,Inversión,67.19352805,b,eg,639548
Salinas Victoria,1990,Deuda,0.025320445,b,eg,241
Salinas Victoria,1990,Otros,14.87423829,b,eg,141573
Salinas Victoria,2000,Gasto corriente,461.7904226,b,eg,8785101
Salinas Victoria,2000,Inversión,626.7739697,b,eg,11923748
Salinas Victoria,2000,Deuda,0,b,eg,0
Salinas Victoria,2000,Otros,144.4785008,b,eg,2748559
Salinas Victoria,2010,Gasto corriente,1984.993509,b,eg,64829888
Salinas Victoria,2010,Inversión,1202.724862,b,eg,39280994
Salinas Victoria,2010,Deuda,0.901775873,b,eg,29452
Salinas Victoria,2010,Otros,134.2224127,b,eg,4383704
Salinas Victoria,2015,Gasto corriente,1738.167718,b,eg,94194785
Salinas Victoria,2015,Inversión,1721.678882,b,eg,93301222
Salinas Victoria,2015,Deuda,42.08964423,b,eg,2280922
Salinas Victoria,2015,Otros,171.2944715,b,eg,9282790
San Nicolás,1990,Gasto corriente,79.35353628,a,eg,34645992
San Nicolás,1990,Inversión,24.87285016,a,eg,10859561
San Nicolás,1990,Deuda,0.020627435,a,eg,9006
San Nicolás,1990,Otros,16.49072956,a,eg,7199902
San Nicolás,2000,Gasto corriente,658.4896091,a,eg,327189000
San Nicolás,2000,Inversión,146.9716912,a,eg,73027000
San Nicolás,2000,Deuda,44.16577107,a,eg,21945000
San Nicolás,2000,Otros,246.0583886,a,eg,122261000
San Nicolás,2010,Gasto corriente,1666.225261,a,eg,738592670
San Nicolás,2010,Inversión,955.614531,a,eg,423598120
San Nicolás,2010,Deuda,711.9184769,a,eg,315574239
San Nicolás,2010,Otros,337.4364398,a,eg,149576463
San Nicolás,2015,Gasto corriente,1889.625394,a,eg,812809136
San Nicolás,2015,Inversión,765.1571687,a,eg,329127000
San Nicolás,2015,Deuda,314.4720151,a,eg,135267936
San Nicolás,2015,Otros,1164.846474,a,eg,501050557
San Nicolás,2018,Gasto corriente,2401.52575,a,eg,1136730994
San Nicolás,2018,Inversión,1057.830444,a,eg,500710289
San Nicolás,2018,Deuda,265.9886846,a,eg,125902286
San Nicolás,2018,Otros,922.8741024,a,eg,436830459
San Pedro,1990,Gasto corriente,310.4052017,a,eg,35088204
San Pedro,1990,Inversión,194.8771762,a,eg,22028916
San Pedro,1990,Deuda,13.26963907,a,eg,1500000
San Pedro,1990,Otros,105.2411978,a,eg,11896465
San Pedro,2000,Gasto corriente,2210.750377,a,eg,278505911
San Pedro,2000,Inversión,760.7878122,a,eg,95842527
San Pedro,2000,Deuda,59.08172062,a,eg,7442997
San Pedro,2000,Otros,1176.108789,a,eg,148163833
San Pedro,2010,Gasto corriente,5942.377306,a,eg,728886058
San Pedro,2010,Inversión,1232.045508,a,eg,151121470
San Pedro,2010,Deuda,318.852306,a,eg,39110105
San Pedro,2010,Otros,741.1212059,a,eg,90905186
San Pedro,2015,Gasto corriente,10150.31631,a,eg,1250072356
San Pedro,2015,Inversión,3062.809591,a,eg,377203378
San Pedro,2015,Deuda,1608.177669,a,eg,198056729
San Pedro,2015,Otros,3001.942544,a,eg,369707236
San Pedro,2018,Gasto corriente,12697.04085,a,eg,1720563309
San Pedro,2018,Inversión,6407.057671,a,eg,868213978
San Pedro,2018,Deuda,1791.395287,a,eg,242750184
San Pedro,2018,Otros,1618.894214,a,eg,219374736
Santa Catarina,1990,Gasto corriente,71.54526146,b,eg,11722548
Santa Catarina,1990,Inversión,18.30705898,b,eg,2999575
Santa Catarina,1990,Deuda,9.175882525,b,eg,1503450
Santa Catarina,1990,Otros,3.516014843,b,eg,576092
Santa Catarina,2000,Gasto corriente,647.8466872,b,eg,147078042
Santa Catarina,2000,Inversión,291.1067763,b,eg,66088807
Santa Catarina,2000,Deuda,77.46050673,b,eg,17585549
Santa Catarina,2000,Otros,57.01096791,b,eg,12942972
Santa Catarina,2010,Gasto corriente,1445.193285,b,eg,388691960
Santa Catarina,2010,Inversión,381.6303954,b,eg,102641403
Santa Catarina,2010,Deuda,675.4908219,b,eg,181676634
Santa Catarina,2010,Otros,568.2196278,b,eg,152825510
Santa Catarina,2015,Gasto corriente,1897.432053,b,eg,563450038
Santa Catarina,2015,Inversión,1263.44449,b,eg,375184895
Santa Catarina,2015,Deuda,366.4264701,b,eg,108811806
Santa Catarina,2015,Otros,129.2688295,b,eg,38386896
Santiago,1990,Gasto corriente,96.2214565,b,eg,2904156
Santiago,1990,Inversión,89.31310052,b,eg,2695648
Santiago,1990,Deuda,32.90404877,b,eg,993110
Santiago,1990,Otros,17.53936121,b,eg,529373
Santiago,2000,Gasto corriente,1050.752798,b,eg,38680312
Santiago,2000,Inversión,360.598908,b,eg,13274367
Santiago,2000,Deuda,10.86602195,b,eg,400000
Santiago,2000,Otros,156.3934587,b,eg,5757156
Santiago,2010,Gasto corriente,3289.178804,b,eg,133109777
Santiago,2010,Inversión,802.9936,b,eg,32496348
Santiago,2010,Deuda,119.1377845,b,eg,4821387
Santiago,2010,Otros,224.0198176,b,eg,9065858
Santiago,2015,Gasto corriente,4447.355389,b,eg,188599000
Santiago,2015,Inversión,1156.978801,b,eg,49064000
Santiago,2015,Deuda,85.64623765,b,eg,3632000
Santiago,2015,Otros,549.2253637,b,eg,23291000
Santiago,2018,Gasto corriente,6175.401581,b,eg,283642370
Santiago,2018,Inversión,3550.084235,b,eg,163058919
Santiago,2018,Deuda,64.88506673,b,eg,2980236
Santiago,2018,Otros,491.7952799,b,eg,22588649
